locus_tag,gene_name,function,logFC_AgNO3,PValue,q.value,logFC_BZK,PValue,q.value,logFC_CTAB,PValue,q.value,logFC_CHL,PValue,q.value,logFC_TRC,PValue,q.value,logFC_CRL,PValue,q.value,logFC_PVPi,PValue,q.value,logFC_HClO,PValue,q.value,logFC_GLU,PValue,q.value,logFC_EtOH,PValue,q.value
BAL062_01038,ampG_2,"Putative transporter,hypothetical protein,muropeptide transporter,AmpG-like permease,Major Facilitator Superfamily",-0.976290228,4.84E-07,8.20E-06,-0.40407623,0.000543637,0.009017226,-0.515233663,5.71E-06,0.000111488,0.253531535,0.90066625,1,-1.074070616,3.67E-15,1.33E-13,0.853037251,1.80E-19,2.27E-17,0.107869156,0.4081036,1,0.12418084,0.346172117,1,0.346305601,0.001264811,0.022805451,0.498319445,4.46E-06,0.000218719
BAL062_01039,gloA,"lactoylglutathione lyase,Lactoylglutathione lyase,glyoxalase I,Predicted enzyme related to lactoylglutathione lyase,lactoylglutathione lyase,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily",-0.15773858,0.334328067,0.760382781,0.015906713,0.873357877,0.993461585,0.053565234,0.518828013,0.818436004,-0.783146637,0.664329888,1,0.089047442,0.280846379,0.552633197,0.127393728,0.157130247,0.658837022,0.061060421,0.568299794,1,-0.01258105,0.906272557,1,0.07884337,0.366072507,0.869115367,-0.018561931,0.830120682,1
BAL062_01040,BAL062_01040,Na+-dependent transporter,-0.015409959,0.906425368,1,-0.029675293,0.657041646,0.946873458,0.024131916,0.738867056,0.939481301,0.15469527,0.819722303,1,0.035371709,0.499202375,0.752252119,0.047074924,0.50407143,0.913989103,-0.009769695,0.915369359,1,0.031723241,0.720630538,1,0.000415601,0.999528767,1,0.04037307,0.638570299,0.993317442
BAL062_01041,rpmE,"50S ribosomal protein L31,50S ribosomal protein L31,50S ribosomal protein L31,Ribosomal protein L31,ribosomal protein L31,Ribosomal protein L31",0.430959688,1,1,2.32894562,1,1,2.365231973,1,1,3.519551996,0.634343222,1,-0.962188774,0.690220463,0.878350272,0.050100566,1,1,3.232176341,0.503223512,1,,,,2.359994494,1,1,3.694008809,0.252762196,0.911867241
BAL062_01042,BAL062_01042,"PAS/PAC domain-containing protein,cyclic-di-GMP phosphodiesterase,MHYT domain (predicted integral membrane sensor domain),EAL domain",-0.062961849,0.608822367,0.917099992,0.087181907,0.178113695,0.657064396,0.070550369,0.346927568,0.7083867,0.231065035,0.718188975,1,0.048924629,0.363048455,0.637520658,0.079210147,0.249796667,0.772105618,0.038210444,0.686121139,1,0.093054954,0.316048247,1,0.085163603,0.239960557,0.766316642,0.063925125,0.437297909,0.987690888
BAL062_01043,BAL062_01043,hypothetical protein,1.316016459,2.28E-07,4.02E-06,0.368513618,0.009441239,0.105556634,-0.509740952,1.57E-05,0.000278175,3.595197677,6.89E-09,1.25E-06,0.873412159,1.78E-27,1.15E-25,-0.052916384,0.609099818,0.952163966,0.187967139,0.299886765,1,-0.676208784,9.78E-07,4.91E-05,-0.169540558,0.12395564,0.584189764,-0.132460125,0.3589438,0.979099091
BAL062_01044,kamA,"lysine 2,3-aminomutase,L-lysine 2,3-aminomutase,lysine-2,3-aminomutase-like protein,Radical SAM superfamily",-0.470321864,0.376155044,0.795228616,-1.703513852,8.26E-06,0.000193261,-0.892217214,0.006910672,0.051621369,-7.772578261,0.013641829,0.217968787,0.047051406,0.93655402,0.996567098,-0.193695648,0.614588898,0.952163966,0.05671055,0.947677043,1,-1.347992856,0.000469122,0.013813913,-0.62676897,0.070507771,0.429555033,0.462852664,0.101921432,0.646295329
BAL062_01045,efp,"elongation factor P,Elongation factor P,elongation factor P,translation elongation factor P,Elongation factor P (EF-P) KOW-like domain",,,,,,,,,,3.463882571,0.630124839,1,,,,,,,3.236233627,0.502975198,1,,,,,,,,,
BAL062_01046,cstA,"starvation-induced protein,Carbon starvation protein A,carbon starvation protein A,Carbon starvation protein, predicted membrane protein,Carbon starvation protein CstA",0.270784173,0.059588821,0.302995456,0.038978273,0.5937096,0.930984341,0.046867066,0.586163908,0.86332026,0.074538424,0.89421528,1,0.074536266,0.211820988,0.47825313,0.033730008,0.692958186,0.970237493,0.046330941,0.654239924,1,0.003180604,0.977759673,1,0.028049182,0.684569532,0.969827033,0.055484146,0.54739237,0.990582323
BAL062_01047,BAL062_01047,"putative small protein,Uncharacterized small protein,Protein of unknown function (DUF466)",0.250510499,0.18134636,0.588509124,0.066978408,0.542540667,0.911891615,0.018655118,0.865676258,0.991378141,-1.693121894,0.426140697,1,0.087501912,0.432367026,0.707546039,0.272122599,0.017793457,0.188026385,0.044908643,0.71610536,1,-0.056069474,0.621153397,1,-0.033540563,0.744129923,0.983312184,0.007062254,0.954797536,1
BAL062_01049,BAL062_01049,hypothetical protein,-0.400848575,0.012553104,0.089207703,-0.042987697,0.573186299,0.92229209,-0.015050691,0.856861675,0.989757775,0.784531082,0.431649186,1,0.031174983,0.683103989,0.875977497,0.105872877,0.17177648,0.68209907,0.038388433,0.703316368,1,0.002945007,0.982627311,1,-0.009194156,0.911600289,1,0.014694333,0.856530128,1
BAL062_01050,BAL062_01050,hypothetical protein,0.66844814,0.319457893,0.754064728,-0.826823536,0.081462877,0.442782069,-0.73136284,0.102534414,0.365706077,-6.879276389,0.028414398,0.325107318,-0.697499454,0.306815931,0.57925014,-0.103416003,0.877854567,1,-0.841067574,0.084998442,1,-0.529415993,0.244202196,1,0.297357733,0.493078284,0.921000216,-0.369277685,0.422317475,0.987690888
BAL062_01051,BAL062_01051,hypothetical protein,0.012411273,0.93150043,1,0.00855989,0.922813793,1,0.031260369,0.672193096,0.905946824,2.099161825,0.001912566,0.079988307,-0.092733731,0.180987936,0.430049711,0.070122845,0.336544312,0.839885299,-0.052876034,0.577989722,1,-0.040035789,0.686142917,1,0.040266421,0.61792961,0.959535812,0.079731233,0.289587069,0.936269381
BAL062_01052,BAL062_01052,"Putative DNA-binding protein,Uncharacterized phage-encoded protein,Phage antirepressor protein KilAC domain",0.070159633,0.690196606,0.939484199,-0.168060236,0.07409881,0.419537014,-0.167729877,0.067028874,0.278445826,-0.404647096,0.842247957,1,-0.041295796,0.675841378,0.872043017,0.087008519,0.363819622,0.858304037,-0.267767092,0.021172744,0.625009193,-0.167062407,0.105034288,0.796249295,-0.148408619,0.114323019,0.564397996,-0.16488636,0.091090987,0.613223925
BAL062_01054,BAL062_01054,"Putative transcriptional regulator,Bacterial regulatory proteins, tetR family",-0.45862802,0.193419821,0.602564038,-0.039254902,0.842988628,0.988151752,-0.016438131,0.971784646,1,-4.993339658,0.021665204,0.291035902,-0.145199428,0.414486346,0.688152366,0.016283836,0.957506632,1,-0.161631105,0.437118031,1,-0.26509762,0.164989843,0.952769545,-0.251079039,0.191376257,0.689262338,-0.142073185,0.455794244,0.987690888
BAL062_01055,BAL062_01055,"regulator of polyketide synthase expression,Sugar diacid utilization regulator,Purine catabolism regulatory protein-like family",-0.068265026,0.651268044,0.930713634,0.095048588,0.208485438,0.701643382,0.162615945,0.029418138,0.15907419,-0.629767374,0.718654122,1,0.048494715,0.494061113,0.752252119,0.094377745,0.236642397,0.768212985,0.060742575,0.539939322,1,0.012981859,0.904171032,1,0.102908065,0.197263288,0.698853238,0.133260694,0.079992714,0.569498062
BAL062_01056,puuB_1,"FAD dependent oxidoreductase,Gamma-glutamylputrescine oxidoreductase,D-amino acid dehydrogenase small subunit,Glycine cleavage system T protein (aminomethyltransferase),putative aminophosphonate oxidoreductase,FAD dependent oxidoreductase",-0.061610738,0.648588126,0.930713634,-0.053459353,0.469216173,0.896823984,-0.008228263,0.909561028,1,-0.664562097,0.561235983,1,-0.106075139,0.106131262,0.313432724,-0.031035103,0.67982981,0.970146247,-0.067637945,0.47943512,1,0.010553682,0.917727889,1,0.018668026,0.822104482,1,-0.077777011,0.299789698,0.939536125
BAL062_01057,BAL062_01057,"putative enzyme of the cupin superfamily,Protein of unknown function (DUF861)",0.389191675,0.138627043,0.504918371,-0.23717539,0.193759105,0.679692643,-0.068937296,0.65994771,0.900908246,0.939786227,0.616856642,1,-0.109701562,0.385273452,0.659852046,-0.177287001,0.223102953,0.756366977,-0.069189966,0.713869349,1,-0.059075065,0.743090399,1,-0.057842898,0.728449709,0.983176541,-0.14845905,0.366838383,0.980256719
BAL062_01058,mmsA_1,"Methylmalonate-semialdehyde dehydrogenase,Methylmalonate-semialdehyde dehydrogenase [acylating],gamma-aminobutyraldehyde dehydrogenase,Acetolactate synthase,methylmalonate-semialdehyde dehydrogenase (acylating),Aldehyde dehydrogenase family",0.208639339,0.190749026,0.60112271,-0.036234888,0.593333533,0.930984341,-0.078732565,0.246877092,0.598144934,0.136216503,0.881129685,1,0.018721519,0.75704846,0.915705112,0.029016422,0.676188682,0.970146247,-0.045546592,0.602201102,1,0.014431834,0.877552204,1,-0.125339833,0.146230732,0.613869777,-0.038813136,0.576521598,0.990582323
BAL062_01059,gabP_2,"gamma-aminobutyrate permease,Gamma-aminobutyrate permease,gamma-aminobutyrate transporter,Amino acid transporters,GABA permease,Amino acid permease",0.077050052,0.510310916,0.877998004,-0.040692534,0.537554844,0.909569571,-0.052832885,0.438234882,0.781635623,1.213746615,0.055057689,0.46225518,-0.020343233,0.723267661,0.895399602,0.015178393,0.802484482,0.999611941,-0.070458969,0.45728357,1,-0.026113092,0.765052198,1,-0.020740861,0.779538941,0.999361926,-0.013812579,0.856677277,1
BAL062_01060,gcvA_1,"LysR family transcriptional regulator,Gcv operon activator,DNA-binding transcriptional activator GcvA,putative choline sulfate-utilization transcription factor,LysR substrate binding domain",0.073074668,0.701158138,0.943958657,0.150770938,0.157570181,0.616495515,0.067738174,0.500099781,0.808448263,0.989090827,0.521509546,1,0.031041871,0.758747451,0.916014142,0.117104094,0.298352884,0.814510504,0.017020399,0.901919326,1,0.143543406,0.174357502,0.971863158,0.118302059,0.241731737,0.768790421,0.057319376,0.575900423,0.990582323
BAL062_01061,betP_2,"Putative Choline/carnitine/betaine transporter family protein,Glycine betaine transporter BetP,choline transport protein BetT,Dephospho-CoA kinase,transporter, betaine/carnitine/choline transporter (BCCT) family,BCCT family transporter",0.095857528,0.422357032,0.830862444,0.108787946,0.099158067,0.49395633,0.096939539,0.160093613,0.47567946,1.106825601,0.086776347,0.589396651,0.028431981,0.690026996,0.878350272,0.017244852,0.810660372,1,0.078652478,0.384215795,1,0.066825027,0.454620592,1,0.067446374,0.323778263,0.838014329,0.059189366,0.475842236,0.987690888
BAL062_01062,betP_3,"choline-glycine betaine transporter,Glycine betaine transporter BetP,choline transport protein BetT,Dephospho-CoA kinase,transporter, betaine/carnitine/choline transporter (BCCT) family,BCCT family transporter",0.036320845,0.763099286,0.967613176,0.031746517,0.655420724,0.946873458,0.011263373,0.888612978,0.992940641,-0.105132318,0.902678586,1,0.090042602,0.130365133,0.353163737,0.088287311,0.175261524,0.687071754,-0.020060983,0.834240066,1,-0.053572314,0.596315106,1,-0.012413211,0.868248353,1,-0.017651117,0.797459226,1
BAL062_01063,andAc,"rieske 2Fe-2S family protein,Anthranilate 1,2-dioxygenase large subunit,benzoate 1,2-dioxygenase, large subunit,Rieske [2Fe-2S] domain",0.093436517,0.572507793,0.906634743,-0.105064,0.23826373,0.730644482,-0.187986229,0.023845453,0.136243197,1.613025341,0.07190249,0.532225163,-0.082153236,0.288431779,0.559713304,-0.002246911,0.984356609,1,-0.104702852,0.327713818,1,-0.068118569,0.526190417,1,-0.00913059,0.923207399,1,0.008524008,0.931209826,1
BAL062_01064,gbsA,"betaine-aldehyde dehydrogenase,Betaine aldehyde dehydrogenase,betaine aldehyde dehydrogenase,Delta 1-pyrroline-5-carboxylate dehydrogenase,betaine aldehyde dehydrogenase,Aldehyde dehydrogenase family",-0.084951393,0.531868344,0.887868901,-0.021201935,0.75986011,0.967418295,0.01996512,0.775366339,0.95294763,-0.723876902,0.615111577,1,0.036787126,0.540684875,0.780156235,0.041597473,0.5617651,0.937548853,0.07710764,0.381358219,1,-0.028684753,0.761127821,1,0.050273887,0.519219845,0.925712621,0.007546669,0.913348923,1
BAL062_01065,rubB_1,"Putative Rubredoxin-NAD(+) reductase,Rubredoxin-NAD(+) reductase,NADH:flavorubredoxin oxidoreductase,Rubredoxin,nitrite reductase [NAD(P)H], large subunit,Pyridine nucleotide-disulphide oxidoreductase",0.017666816,0.894702808,0.999629112,-0.086592637,0.226139373,0.718219322,-0.162781797,0.024936326,0.141106039,-0.157624105,0.829273919,1,-0.14220342,0.018589997,0.09017982,-0.104838311,0.118312568,0.586440075,-0.033020277,0.72480249,1,-0.015826728,0.87527962,1,-0.053242703,0.466154975,0.921000216,0.001582036,0.988923704,1
BAL062_01066,puuB_2,"Putative Oxidoreductase,Gamma-glutamylputrescine oxidoreductase,bifunctional tRNA (mnm(5)s(2)U34)-methyltransferase/FAD-dependent cmnm(5)s(2)U34 oxidoreductase,Uncharacterized conserved protein,putative aminophosphonate oxidoreductase,FAD dependent oxidoreductase",0.089822541,0.544281436,0.893419295,-0.058153509,0.456707107,0.891682265,-0.062023896,0.393806525,0.747607739,-0.271252276,0.871909465,1,-0.116963314,0.143848492,0.37366811,-0.033960439,0.698130978,0.970237493,-0.020220754,0.839981459,1,-0.024334245,0.814569015,1,0.002360608,0.979884526,1,0.046443028,0.54800698,0.990582323
BAL062_01067,eutQ,"ethanolamine utilization protein,Ethanolamine utilization protein eutQ,ethanolamine utilization protein EutQ,Ethanolamine utilization protein,Ethanolamine utilisation protein EutQ",-0.039303948,0.967838699,1,0.113958928,0.593841136,0.930984341,0.096227269,0.656136066,0.899155265,-8.850910898,0.005458801,0.147445401,0.50933213,0.019623077,0.09445775,0.312831626,0.209768772,0.743212991,-0.021036134,0.963835822,1,-0.564961159,0.032757394,0.409524899,0.010550196,1,1,-0.196198079,0.401430717,0.987690888
BAL062_01068,BAL062_01068,signal peptide,0.019809809,0.902729984,1,-0.058534402,0.484824596,0.898350531,-0.131108226,0.10048779,0.362446714,1.088136354,0.272293251,0.934253922,-0.104609042,0.174364606,0.421787632,-0.020261151,0.826095099,1,-0.14946532,0.176681491,1,-0.140611359,0.176107298,0.972822177,-0.131751258,0.139845161,0.603358794,-0.121728558,0.145783718,0.770972686
BAL062_01069,yhgN_1,"multiple antibiotic transporter,hypothetical protein,putative antibiotic transporter,membrane protein, MarC family,MarC family integral membrane protein",0.062320738,0.80245059,0.979266427,0.1658851,0.185313553,0.668074267,-0.057977745,0.609636141,0.876476065,0.55830588,0.761735094,1,0.078273562,0.509706104,0.759581859,0.029203219,0.830135301,1,-0.033820295,0.823299135,1,-0.050653441,0.688825981,1,-0.023375861,0.845528699,1,0.130772148,0.277238795,0.932191542
BAL062_01070,yddG_1,"Putative Inner membrane protein,Aromatic amino acid exporter YddG,aromatic amino acid exporter,Predicted permease, DMT superfamily,carboxylate/amino acid/amine transporter,EamA-like transporter family",-0.126725992,0.530727175,0.887868901,0.02704029,0.772794648,0.972806748,-0.173023561,0.063281877,0.267923632,-1.579803834,0.433409652,1,-0.21538347,0.008349201,0.049451129,-0.105149281,0.217701737,0.75216799,-0.0867541,0.465627872,1,-0.008722117,0.945563094,1,-0.084072248,0.371705918,0.873558593,0.017569616,0.84874984,1
BAL062_01071,BAL062_01071,"DMT family permease,Predicted permease, DMT superfamily,carboxylate/amino acid/amine transporter,EamA-like transporter family",0.043047111,0.798725787,0.97858571,-0.072682982,0.397290663,0.847764728,-0.005049801,0.952947713,1,-1.143441992,0.556537111,1,0.024751641,0.752913092,0.913723509,0.014899745,0.870995072,1,-0.218016274,0.038711438,0.849831248,-0.054462842,0.653493459,1,-0.121985955,0.164899945,0.647355287,0.025679531,0.76520733,1
BAL062_01072,BAL062_01072,"Putative Prevent host death protein,prevent-host-death family protein,Antitoxin of toxin-antitoxin stability system N-terminal",-0.351719743,0.504676201,0.877305729,-0.032792346,0.87456324,0.993461585,-0.006153232,1,1,-9.812088598,0.00238255,0.091930946,0.388550728,0.145132772,0.375900254,0.096416186,0.756239566,0.990111545,-0.264810246,0.190137957,1,-0.146864136,0.497917725,1,-0.158172204,0.448698898,0.920116728,-0.332601707,0.071661246,0.546668515
BAL062_01073,ygcS,"major facilitator superfamily permease,Inner membrane metabolite transport protein ygcS,D-xylose transporter XylE,Arabinose efflux permease,MFS transporter, sugar porter (SP) family,Sugar (and other) transporter",-0.0482359,0.7598359,0.966939681,0.055810563,0.567108251,0.919501355,0.040119337,0.628461943,0.885514414,1.373451928,0.160160407,0.796932847,0.103766835,0.181604731,0.430930609,0.037853191,0.671145042,0.970146247,0.021701826,0.844121881,1,-0.015591149,0.887511904,1,0.039483898,0.646577129,0.966337677,0.100084426,0.254406653,0.911867241
BAL062_01074,ykfB,"L-alanine-DL-glutamate epimerase,L-Ala-D/L-Glu epimerase,galactonate dehydratase,L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily,muconate and chloromuconate cycloisomerases,Mandelate racemase / muconate lactonizing enzyme, N-terminal domain",-0.010586029,0.948246764,1,-0.078742854,0.335874996,0.818899796,-0.057718922,0.476277664,0.802602684,-1.276272456,0.464727994,1,-0.041359829,0.589587723,0.811968551,-0.014047663,0.870125732,1,-0.093192581,0.365201173,1,-0.133756398,0.209699599,1,-0.038357312,0.648738409,0.966337677,-0.069576499,0.394979603,0.987690888
BAL062_01075,ppsC_2,"NADPH:quinone reductase,Beta-ketoacyl-acyl-carrier-protein synthase I,putative alcohol dehydrogenase,putative NAD(P)H quinone oxidoreductase, PIG3 family,Zinc-binding dehydrogenase",0.102573047,0.519765288,0.885830828,-0.010675888,0.895365178,0.99852436,0.070763325,0.398190268,0.75022924,-0.963152522,0.593274775,1,0.026944102,0.743439689,0.909505402,-0.002757697,0.978647542,1,0.062164088,0.574969497,1,0.027243716,0.793087723,1,-0.020583443,0.817403173,1,0.081972634,0.301667932,0.94063359
BAL062_01076,yxaF_1,"TetR family transcriptional regulator,Uncharacterized HTH-type transcriptional regulator yxaF,putative transcriptional regulator,mycofactocin system transcriptional regulator,Bacterial regulatory proteins, tetR family",0.185141531,0.452454672,0.853958206,0.044932255,0.726393285,0.959490716,-0.105059754,0.381998788,0.735391539,-2.983649142,0.151723752,0.781679045,-0.158577594,0.245110608,0.51102023,0.075271396,0.610969382,0.952163966,0.022013669,0.912469353,1,0.061652885,0.702409411,1,-0.182900182,0.125185291,0.585405166,-0.071055276,0.578984137,0.990582323
BAL062_01077,BAL062_01077,"Putative transcriptional regulator,transcriptional regulator BetI,mycofactocin system transcriptional regulator,Bacterial regulatory proteins, tetR family",-0.326514409,0.230879088,0.658654918,0.121675926,0.428738143,0.874701749,0.21755224,0.094016584,0.348344762,-2.022176969,0.404221011,1,0.050521323,0.755532892,0.915047,0.024157069,0.901089879,1,0.15742296,0.331245628,1,0.047800083,0.769561476,1,0.000907101,1,1,-0.024480477,0.870664846,1
BAL062_01079,BAL062_01079,"TerR family transcriptional regulator,probable dihydroxyacetone kinase regulator,Bacterial regulatory proteins, tetR family",0.283496679,0.283713048,0.716524693,0.04926812,0.762065075,0.968186579,-0.152009781,0.298006969,0.660139654,-0.055898777,0.980088052,1,-0.001781017,1,1,0.037584305,0.814690639,1,-0.24366723,0.142974101,1,-0.167891184,0.291139902,1,-0.027671966,0.839235321,1,-0.016509947,0.915167218,1
BAL062_01080,yhhW_2,"Pirin-like protein,Quercetin 2,3-dioxygenase,Uncharacterized conserved protein, contains double-stranded beta-helix domain,Pirin",-0.175016769,0.308483527,0.74192838,-0.059267612,0.517472759,0.901550647,-0.02676613,0.778214139,0.953699339,0.134590794,0.933290557,1,0.01318127,0.894213887,0.981155882,-0.001365506,0.99902794,1,-0.078392857,0.502130695,1,0.023567076,0.813032881,1,0.043069965,0.6255412,0.961047204,0.056152669,0.574824778,0.990582323
BAL062_01081,psdht,"putative threonine ammonia-lyase,Phenylserine dehydratase,serine/threonine dehydratase,Threonine dehydratase,threonine ammonia-lyase,Pyridoxal-phosphate dependent enzyme",0.085489076,0.654165644,0.930713634,-0.146785241,0.161198779,0.624763685,-0.292847051,0.003759498,0.032858382,-1.625392063,0.440466535,1,-0.168241115,0.054480705,0.198928641,0.024716801,0.79784086,0.998723785,-0.252896683,0.048598415,0.894611672,-0.137118898,0.217328222,1,-0.27096342,0.00777414,0.102239979,-0.177796696,0.091329459,0.61326169
BAL062_01082,tdcB_2,"putative threonine ammonia-lyase,L-threonine dehydratase catabolic TdcB,serine/threonine dehydratase,Threonine dehydratase,threonine ammonia-lyase,Pyridoxal-phosphate dependent enzyme",-0.214931244,0.417367757,0.826821958,-0.059818216,0.699908191,0.956571303,0.162012076,0.267736969,0.625664618,1.695322774,0.468191151,1,0.160117536,0.239667523,0.50549419,0.304084859,0.105252228,0.56539133,0.043080041,0.829374033,1,-0.011683245,0.946368663,1,0.08043945,0.642656215,0.966337677,-0.116218108,0.476156352,0.987690888
BAL062_01083,BAL062_01083,"sensory box protein,Uncharacterized protein conserved in bacteria,YheO-like PAS domain",-0.087410588,0.61385509,0.917800238,0.069542643,0.344978715,0.818899796,-0.011242036,0.877873633,0.991805319,-0.978287624,0.462914788,1,0.074496521,0.241379639,0.507126581,0.077695966,0.289365905,0.804678166,-0.021536516,0.831263891,1,0.021688049,0.827708682,1,-0.001913461,0.983660043,1,0.097800506,0.175203069,0.836429835
BAL062_01084,viuB,"bauF,Vibriobactin utilization protein ViuB,Siderophore-interacting protein",0.220182463,0.223069926,0.646333292,0.139871125,0.183604331,0.665989837,0.012869343,0.912741829,1,-2.338923589,0.268769345,0.927522754,-0.023092986,0.812542505,0.941899752,0.039779503,0.710882773,0.97163128,0.075159436,0.546542415,1,0.090725698,0.405256224,1,-0.114879112,0.261552384,0.784657151,0.06181177,0.573377537,0.990582323
BAL062_01085,dhbF_2,"basA,Dimodular nonribosomal peptide synthase,peptide synthase,Anthranilate/para-aminobenzoate synthases component I,amino acid adenylation domain,AMP-binding enzyme",0.07345538,0.605249571,0.917099992,-0.009681813,0.89711945,0.998525156,0.03114098,0.679685349,0.910458637,0.013971113,0.990347095,1,0.025150059,0.712295979,0.890191789,0.029880951,0.695252466,0.970237493,0.063088465,0.527208772,1,-0.019370652,0.847055466,1,-0.020960022,0.79855797,1,0.027727951,0.719643328,1
BAL062_01086,dhbF_3,"non-ribosomal peptide synthase,Dimodular nonribosomal peptide synthase,peptide synthase,Glutamate-1-semialdehyde aminotransferase,L-aminoadipate-semialdehyde dehydrogenase,Condensation domain",0.082691675,0.518525266,0.884793113,0.042599535,0.513616473,0.900549379,0.064829563,0.328186775,0.691424523,-0.998462743,0.430426451,1,0.002822546,0.963213823,1,0.095104752,0.117135295,0.583077919,0.022242142,0.805752586,1,0.062180183,0.48015179,1,-0.033645186,0.626887428,0.961047204,0.007193648,0.919480301,1
BAL062_01087,BAL062_01087,hypothetical protein,0.741251153,0.061843277,0.310444479,0.329840375,0.3890422,0.842777544,0.104073328,0.853202738,0.988565063,-3.808041551,0.089223331,0.598175641,-0.453631145,0.142174069,0.372325578,-0.437989541,0.129248868,0.607625992,-0.106590786,0.830523475,1,0.284109501,0.527709068,1,0.030207176,0.957257121,1,0.353214637,0.347993696,0.975382157
BAL062_01088,BAL062_01088,hypothetical protein,-0.582830545,0.146261601,0.522848288,-0.260140347,0.237125015,0.730394663,0.359298378,0.053772164,0.240416403,-5.999379743,0.01993758,0.280285276,0.045752977,0.864567094,0.965349949,0.335597175,0.137869974,0.617635468,-0.010882308,0.975058771,1,-0.252002643,0.293777637,1,-0.101448041,0.633797208,0.965477197,-0.186186255,0.417398662,0.987690888
BAL062_01089,bauD,"ferric siderophore ABC transporter, permease protein,Iron-uptake system permease protein FeuB,iron-hydroxamate transporter permease subunit,ABC-type enterochelin transport system, permease component,proposed F420-0 ABC transporter, permease protein,FecCD transport family",0.036672331,0.794856984,0.976977014,0.126776894,0.09209355,0.477105732,0.217064141,0.017319972,0.106175035,0.911968571,0.096383777,0.619630497,0.237063919,0.000155687,0.001674226,0.265045987,0.003920771,0.056651142,0.163985519,0.109910303,1,0.136035775,0.209087366,1,0.138955307,0.052463421,0.365909264,0.121982807,0.19814928,0.859704379
BAL062_01090,yfhA,"bauC,Probable siderophore transport system permease protein yfhA,iron-hydroxamate transporter permease subunit,ABC-type enterochelin transport system, permease component,proposed F420-0 ABC transporter, permease protein,FecCD transport family",0.058846681,0.682884179,0.938958423,0.153336718,0.033770855,0.255487006,0.198217561,0.005525662,0.044750255,0.611870082,0.461180114,1,0.161906778,0.00396841,0.026897003,0.136890802,0.07868121,0.478576433,0.067097621,0.476670099,1,0.059701095,0.543726334,1,0.073637186,0.322537021,0.837639118,0.118037142,0.090495208,0.611339895
BAL062_01091,bauE,"ferric acinetobactin transport system ATP-binding protein,Probable siderophore transport system ATP-binding protein YusV,iron-dicitrate transporter ATP-binding subunit,ABC-type enterochelin transport system, ATPase component,proposed F420-0 ABC transporter, ATP-binding protein,ABC transporter",-0.101328616,0.589282767,0.911880941,0.094099838,0.331783951,0.818899796,0.279225495,0.002066413,0.019773725,0.54538102,0.707572719,1,0.227498382,0.012975374,0.069241139,0.286398361,0.004767776,0.067917833,0.128966068,0.284248195,1,0.17258772,0.120374846,0.864708825,0.150659337,0.113868759,0.564397996,0.122224432,0.221810911,0.886861765
BAL062_01092,yclQ_1,"ABC-type enterochelin transport system, periplasmic component,Uncharacterized ABC transporter solute-binding protein yclQ precursor,iron-dicitrate transporter substrate-binding subunit,ABC-type enterochelin transport system, periplasmic component,heme ABC transporter, heme-binding protein isdE,Periplasmic binding protein",-0.063197243,0.664093134,0.931151188,0.086845056,0.235885475,0.729172384,0.181009336,0.014239538,0.091919213,1.66665827,0.067865645,0.510118099,0.216843396,0.000552671,0.005105349,0.299301714,0.001832916,0.029508766,0.0335649,0.721016703,1,-0.101202023,0.312805171,1,0.060629041,0.449656148,0.921000216,0.075852838,0.296142368,0.937205856
BAL062_01093,fcuA_1,"bauA,Ferrichrome receptor FcuA precursor,ferrichrome receptor precursor protein,Outer membrane receptor for monomeric catechols,TonB-dependent siderophore receptor,TonB-dependent Receptor Plug Domain",0.119423137,0.426543098,0.832927967,0.180078902,0.023909715,0.200583677,0.261887381,0.005116056,0.041816655,0.483098324,0.344183875,0.986360514,0.281752672,1.04E-05,0.000145444,0.216298039,0.021996156,0.221211337,0.139784993,0.210100795,1,0.146066649,0.225000308,1,0.136337307,0.060747315,0.399413675,0.124515988,0.226686606,0.892594306
BAL062_01094,iucD_1,"basC,L-lysine 6-monooxygenase,Lysine/ornithine N-monooxygenase",-0.000710615,1,1,-0.005864356,0.946175865,1,-0.003874947,0.964411777,1,-0.07951604,0.956758354,1,0.01116004,0.899561904,0.981381478,0.099886713,0.289271287,0.804678166,0.003907666,0.980194118,1,0.017388093,0.883474639,1,-0.007903803,0.939835602,1,0.048649189,0.586907896,0.990582323
BAL062_01095,basD,"nonribosomal peptide synthetase BasD,Phenyloxazoline synthase MbtB,peptide synthase,Anthranilate/para-aminobenzoate synthases component I,Condensation domain",-0.006235219,0.962728206,1,-0.044390582,0.517604121,0.901550647,-0.023693889,0.743364179,0.940387664,0.062911738,0.931904549,1,-0.060709065,0.255671649,0.521363858,-0.012558428,0.841975325,1,-0.086979875,0.344297372,1,-0.05544534,0.533249761,1,-0.093435862,0.183194613,0.678015416,-0.096451066,0.247224015,0.911867241
